email,nps,survey_year,primary_category,gender,age,total_sessions,follower_count,w2_active,m2_active,genres_books,genres_screenpla,genres_podcasts,first_app_open_d,user_type
0470,null,25,TV/Movies,,Under 18,undefined,undefined,FALSE,FALSE,undefined,undefined,undefined,undefined,app_user
0471,6,25,TV/Movies,Male,35-44,undefined,0,FALSE,FALSE,"[""Memoirs"",""Comedy"",""Comedian""]","[""Comedy"",""Workplace Comedy"",""Stoner Comedy"",""Spoofs and Mockumentaries"",""Crime"",""Vigilante"",""Superheroes"",""Comic Book Adaptations"",""Marvel"",""Thriller"",""Shocking Twists"",""Psychological Thrillers"",""Mystery"",""Spy Thrillers"",""Science Fiction"",""Family Friendly"",""Sitcoms"",""Outer Space"",""Time Travel"",""Dystopian"",""Alien"",""Music"",""Documentary"",""Docuseries"",""Western"",""Outlaw Western"",""Political"",""Biopic""]","[""Comedy"",""Comedian"",""News""]",undefined,app_user
0472,3,25,"TV/Movies, Books",Female,18-24,undefined,0,FALSE,FALSE,"[""Romance"",""Science Fiction"",""Young Adult"",""Romantic Comedies"",""Fantasy"",""Sports"",""Dystopian Fiction"",""Comedy""]","[""Fantasy"",""Romance"",""Mind Bending"",""Romantic Comedy"",""Comedy"",""Science Fiction"",""Action & Adventure"",""Adventure"",""Action"",""Sports"",""Football""]",undefined,undefined,app_user
0473,6,25,"TV/Movies, Books",Female,18-24,540,213,TRUE,TRUE,"[""Young Adult"",""Teen Romance"",""Coming of Age"",""Tearjerkers"",""Historical Fiction"",""Romance"",""Romantic Comedies"",""Fantasy"",""Dystopian Fiction"",""Time Travel""]","[""Comedy"",""Romantic Comedy"",""Romance"",""Teen Romance"",""Teen"",""High School"",""Fantasy"",""Music"",""Reality""]","[""Comedy"",""Music"",""Celebrities"",""Pop Culture""]",2023-07-08T10:44:46,app_user
0474,5,25,Books,Female,25-34,undefined,undefined,FALSE,FALSE,"[""Fantasy"",""Young Adult"",""Romance"",""Comedy"",""Historical Fiction"",""Science Fiction"",""Thriller"",""Tearjerkers"",""True Crime"",""Horror"",""Classics"",""Self Help"",""Poetry"",""LGBTQ+"",""Whodunit"",""Cooking"",""Memoirs"",""Business"",""Children's Books"",""Sports""]",undefined,undefined,undefined,app_user
0475,5,25,TV/Movies,Male,45-54,94,0,FALSE,FALSE,undefined,undefined,undefined,2020-01-14T17:59:15,app_user
0476,6,25,"TV/Movies, Books",Female,25-34,6,0,FALSE,FALSE,"[""Poetry"",""Memoirs"",""Classics""]","[""Comedy"",""Workplace Comedy"",""British Comedy"",""Dark Comedy"",""Romantic Comedy"",""Spoofs and Mockumentaries"",""Thriller"",""Psychological Thrillers"",""Suspense"",""Shocking Twists"",""Mystery"",""Spy Thrillers"",""Science Fiction"",""Time Travel"",""Outer Space"",""Alien"",""Robots"",""Music"",""Romance"",""Drama"",""Period Dramas""]","[""Comedy"",""TV & Movies"",""Pop Culture"",""Society & Culture"",""Interviews"",""History"",""Celebrities""]",2021-11-23T13:31:49,app_user
0477,null,25,TV/Movies,,18-24,569,63,FALSE,TRUE,"[""Romance"",""Teen Romance"",""Fantasy"",""Magic"",""Epic Fantasy"",""Young Adult"",""Coming of Age"",""Comedy"",""Humor"",""Romantic Comedies"",""High Fantasy""]","[""Romance"",""Teen"",""Teen Romance"",""High School"",""Fantasy"",""Superheroes"",""Marvel"",""Family Friendly"",""Action & Adventure"",""Survival"",""Dystopian"",""Action"",""Disney"",""Magic"",""Drama"",""Tearjerkers"",""Documentary"",""Adventure""]","[""Comedy"",""Relationship"",""Pop Culture"",""Celebrities"",""TV & Movies""]",2023-03-21T20:28:12,app_user
0478,6,25,"TV/Movies, Books, Podcasts",Female,25-34,13,0,FALSE,FALSE,"[""Thriller"",""Psychological Thrillers"",""Mystery"",""Historical Fiction"",""World War 2"",""Classics"",""British Classics"",""Whodunit"",""Memoirs"",""Romance""]","[""Comedy"",""Romantic Comedy"",""British Comedy"",""Dark Comedy"",""Spoofs and Mockumentaries"",""Romance"",""Drama"",""Thriller"",""Suspense"",""Shocking Twists"",""Psychological Thrillers"",""Family Dramas"",""British Dramas"",""Period Dramas"",""Superheroes"",""Marvel"",""Comic Book Adaptations"",""Mystery"",""Spy Thrillers"",""Family Friendly"",""Sitcoms"",""Disney"",""Reality"",""Competition"",""Food"",""Home Improvement"",""Political"",""Biopic""]","[""TV & Movies"",""Relationship"",""Love"",""Dating"",""Pop Culture"",""Society & Culture"",""Celebrities"",""Fiction"",""Health & Fitness"",""Interviews"",""News"",""Politics"",""Science & Technology"",""Science"",""History""]",2023-06-11T09:52:40,app_user
0479,null,25,TV/Movies,,45-54,177,0,FALSE,FALSE,undefined,undefined,undefined,2020-04-27T19:09:06,app_user
0480,2,25,TV/Movies,Female,65 or older,undefined,undefined,FALSE,FALSE,undefined,"[""Drama"",""Thriller"",""Documentary"",""Courtroom Dramas"",""True Crime"",""Shocking Twists"",""Psychological Thrillers"",""Mystery"",""Spy Thrillers"",""Romantic Comedy"",""Comedy"",""Crime""]",undefined,undefined,app_user
0481,8,25,TV/Movies,Female,65 or older,undefined,undefined,FALSE,FALSE,undefined,undefined,undefined,undefined,app_user
0482,8,25,"TV/Movies, Books",Prefer not to say,25-34,28,0,FALSE,FALSE,"[""Thriller"",""True Crime"",""Romance"",""Mystery"",""Historical Fiction"",""World War 2"",""Shocking Twists"",""Fantasy"",""Romantic Comedies"",""Young Adult"",""Psychological Thrillers"",""Classics""]","[""Romance"",""Comedy"",""Romantic Comedy"",""Crime"",""Drama"",""True Crime"",""Fantasy"",""Family Dramas"",""Action & Adventure"",""Action"",""Adventure"",""Documentary""]",undefined,undefined,app_user
0483,10,25,TV/Movies,Female,55-64,undefined,undefined,FALSE,FALSE,undefined,undefined,undefined,undefined,app_user
0484,6,25,"TV/Movies, Books",Female,45-54,undefined,0,FALSE,FALSE,"[""Comedy"",""Romance"",""Business"",""Fantasy"",""Self Help"",""Sports"",""Leadership"",""Historical Fiction"",""Cooking"",""Classics"",""Science Fiction"",""Poetry"",""Whodunit"",""True Crime"",""Horror"",""Thriller"",""Memoirs"",""Tearjerkers"",""LGBTQ+"",""Coming of Age""]",undefined,undefined,undefined,app_user
0485,6,25,Books,Male,45-54,undefined,undefined,FALSE,FALSE,undefined,undefined,undefined,undefined,app_user
0486,6,25,"TV/Movies, Podcasts",Female,55-64,undefined,undefined,FALSE,FALSE,"[""True Crime"",""Self Help""]","[""LGBTQ+"",""Romance"",""Drama""]",undefined,undefined,app_user
0487,4,25,Books,Male,45-54,374,1,TRUE,TRUE,"[""Fantasy"",""Urban Fantasy"",""Dark Fantasy"",""Comedy"",""Humor"",""Thriller"",""Spy Thrillers"",""Mystery"",""Science Fiction"",""Outer Space"",""Historical Fiction"",""Horror"",""Paranormal"",""Poetry"",""Memoirs""]",undefined,undefined,undefined,app_user
0488,7,25,Books,Female,55-64,17,2,FALSE,FALSE,undefined,undefined,undefined,2020-04-14T15:41:14,app_user
0489,7,25,"Books, Podcasts",Female,25-34,284,7,FALSE,FALSE,undefined,undefined,undefined,2019-02-01T09:51:20,app_user
0490,8,25,"TV/Movies, Books",Female,25-34,71,0,FALSE,FALSE,"[""Historical Fiction"",""Classics"",""Thriller"",""Memoirs"",""Coming of Age"",""Tearjerkers""]",undefined,undefined,2020-04-19T11:41:27,app_user
0491,5,25,"TV/Movies, Books, Podcasts",Female,65 or older,undefined,undefined,FALSE,FALSE,undefined,undefined,undefined,undefined,app_user
0492,5,25,"TV/Movies, Books",Female,18-24,188,0,TRUE,TRUE,"[""Dark Fantasy"",""Romance"",""Young Adult"",""Fantasy""]","[""Romance"",""Fantasy"",""Magic"",""Drama""]",undefined,2021-11-28T10:37:26,app_user
0493,6,25,Books,Female,45-54,129,0,TRUE,TRUE,"[""Horror"",""True Crime""]",undefined,undefined,undefined,app_user
0494,1,25,TV/Movies,Male,65 or older,null,null,null,null,null,null,null,null,newsletter
0495,null,25,TV/Movies,,65 or older,undefined,undefined,FALSE,FALSE,undefined,undefined,undefined,undefined,app_user
0496,7,25,"TV/Movies, Books, Podcasts",Male,65 or older,null,null,null,null,null,null,null,null,newsletter
0497,5,25,"TV/Movies, Books, Podcasts",Female,35-44,undefined,undefined,FALSE,FALSE,undefined,"[""Comedy"",""Romance"",""Horror"",""Thriller"",""Superheroes"",""Teen"",""Crime"",""Drama"",""Fantasy"",""Family Friendly"",""Science Fiction"",""Music"",""Whodunit"",""Survival"",""Reality"",""Romantic Comedy"",""Workplace Comedy"",""Stoner Comedy"",""British Comedy"",""Dark Comedy"",""Adult Cartoon"",""Shocking Twists"",""Psychological Thrillers"",""Comic Book Adaptations"",""Teen Romance"",""High School"",""Family Dramas"",""Period Dramas"",""Tearjerkers"",""Dark Crime"",""True Crime"",""Spoofs and Mockumentaries"",""Epic Fantasy"",""Magic"",""Mind Bending"",""Marvel"",""Suspense"",""Mystery"",""British Dramas"",""Spy Thrillers"",""Supernatural"",""Slasher"",""Sitcoms"",""Disney"",""Dystopian"",""Time Travel"",""Zombie"",""Post Apocalyptic"",""Reality Dating""]",undefined,undefined,app_user
0498,8,25,Books,Female,55-64,20,1,TRUE,FALSE,"[""Thriller"",""Shocking Twists"",""Psychological Thrillers"",""Spy Thrillers"",""Mystery"",""Whodunit"",""True Crime"",""Classics"",""Historical Fiction""]",undefined,undefined,2022-04-16T21:24:25,app_user
0499,5,25,Books,Female,35-44,54,1,FALSE,FALSE,"[""Comedy"",""Romance"",""Young Adult"",""Self Help"",""Leadership"",""Memoirs"",""LGBTQ+"",""Coming of Age"",""Whodunit"",""Tearjerkers"",""True Crime"",""Historical Fiction"",""Poetry""]","[""Comedy"",""Romance"",""Crime"",""Tearjerkers"",""Music"",""Thriller"",""Family Friendly"",""Documentary"",""LGBTQ+"",""Reality"",""Biopic"",""Drama""]","[""Celebrities"",""Fiction"",""Comedy"",""Relationship"",""Pop Culture"",""Health & Fitness"",""Music"",""History"",""TV & Movies"",""News"",""True Crime""]",undefined,app_user
0500,7,25,Books,Female,35-44,106,0,FALSE,FALSE,"[""Fantasy"",""Science Fiction"",""Classics"",""Thriller"",""Mystery"",""Horror""]",undefined,undefined,2021-10-25T11:35:09,app_user
0501,10,25,"TV/Movies, Books",Female,25-34,51,0,FALSE,TRUE,"[""Romance"",""Teen Romance"",""Tearjerkers"",""Poetry"",""LGBTQ+""]","[""Romance"",""Comedy"",""Teen Romance"",""Drama"",""Tearjerkers"",""Horror"",""Music"",""LGBTQ+"",""Reality""]",undefined,2022-01-14T20:24:54,app_user
0502,null,25,TV/Movies,,18-24,21,0,FALSE,FALSE,"[""Romance"",""Teen Romance"",""Romantic Comedies"",""Young Adult"",""Coming of Age"",""Comedy"",""Horror"",""True Crime"",""Self Help"",""Mental Health"",""Thriller"",""Shocking Twists"",""Psychological Thrillers""]","[""Drama"",""Thriller"",""Suspense"",""Psychological Thrillers"",""Shocking Twists"",""Horror"",""Supernatural"",""Slasher"",""Action"",""Post Apocalyptic"",""War"",""Adventure""]",undefined,2024-04-24T20:17:11,app_user
0503,7,25,Books,Female,35-44,5,0,FALSE,FALSE,"[""Comedy"",""Thriller"",""Psychological Thrillers"",""Historical Fiction"",""True Crime"",""Cooking"",""Mystery""]",undefined,undefined,2021-07-18T19:45:26,app_user
0504,6,25,"TV/Movies, Books, Podcasts",Female,25-34,14,0,FALSE,FALSE,"[""Fantasy"",""Magic"",""High Fantasy"",""Urban Fantasy"",""Dark Fantasy"",""Epic Fantasy"",""Romance"",""Romantic Comedies"",""Teen Romance"",""Young Adult"",""Coming of Age"",""Comedy"",""Comedian"",""Humor"",""Thriller"",""Shocking Twists"",""Psychological Thrillers"",""Spy Thrillers"",""Mystery"",""Science Fiction"",""Historical Fiction"",""Outer Space"",""Time Travel"",""Dystopian Fiction"",""Classics"",""Horror"",""British Classics"",""Paranormal"",""Slasher"",""True Crime"",""Tearjerkers"",""Self Help"",""Motivation"",""Mental Health"",""Psychology"",""Poetry"",""LGBTQ+"",""Cooking"",""Cookbooks"",""Holiday Cookbooks"",""Business"",""Entrepreneurship"",""Leadership"",""Memoirs"",""Children's Books"",""Books for Kids"",""Sports""]","[""Comedy"",""Workplace Comedy"",""British Comedy"",""Dark Comedy"",""Spoofs and Mockumentaries"",""Adult Cartoon"",""Drama"",""Family Dramas"",""Courtroom Dramas"",""Period Dramas"",""Crime"",""Heists"",""True Crime"",""Vigilante"",""Dark Crime"",""British Dramas"",""Romance"",""Teen Romance"",""Romantic Comedy"",""Teen"",""Superheroes"",""Comic Book Adaptations"",""Marvel"",""Anime"",""Black Cinema"",""Action & Adventure"",""Documentary"",""Survival"",""Docuseries"",""Dystopian"",""Post Apocalyptic"",""Western"",""Biopic"",""Political"",""Reality"",""Food"",""Home Improvement"",""Reality Dating"",""Competition"",""Music"",""Adventure"",""Action"",""Science Fiction"",""Time Travel"",""Robots"",""Zombie"",""Alien"",""Outer Space"",""Family Friendly"",""Sitcoms"",""Disney"",""Thriller"",""Suspense"",""Shocking Twists"",""Psychological Thrillers"",""Mystery"",""Spy Thrillers"",""Horror"",""Supernatural"",""Slasher"",""Fantasy"",""Magic"",""Mind Bending"",""Epic Fantasy"",""High School"",""Tearjerkers"",""LGBTQ+"",""Sports"",""Boxing"",""Martial Arts""]","[""Comedy"",""Music"",""History"",""Celebrities"",""Pop Culture"",""Interviews"",""Parenting"",""News"",""Science & Technology"",""Sports"",""Science"",""Technology"",""Business"",""Entrepreneurs"",""Politics"",""Health & Fitness"",""Self Help"",""Beauty"",""Meditation"",""Mental Health"",""Fitness"",""Society & Culture"",""Relationship"",""Dating"",""Love"",""TV & Movies"",""Comedian"",""Crime"",""True Crime"",""Unsolved Crime"",""Fiction"",""Health"",""Family Friendly"",""Kids""]",undefined,app_user
0505,8,25,"TV/Movies, Books",Female,35-44,121,3,TRUE,TRUE,"[""Historical Fiction"",""Classics"",""British Classics"",""World War 2"",""Fantasy"",""Magic"",""Epic Fantasy""]","[""Comedy"",""Spoofs and Mockumentaries"",""British Comedy"",""Stoner Comedy"",""Romantic Comedy"",""Dark Comedy"",""Adult Cartoon"",""Drama"",""British Dramas"",""Family Dramas"",""Period Dramas"",""Superheroes"",""Marvel"",""Horror"",""Supernatural"",""Comic Book Adaptations"",""Fantasy"",""Epic Fantasy"",""Action & Adventure"",""Action"",""Adventure"",""Music"",""Documentary"",""Whodunit""]",undefined,undefined,app_user
0506,8,25,TV/Movies,Male,55-64,220,0,TRUE,TRUE,"[""Comedy"",""Humor"",""Thriller"",""Shocking Twists"",""Mystery"",""Science Fiction"",""Dystopian Fiction"",""Outer Space"",""Horror"",""Paranormal"",""Self Help"",""Mental Health"",""Psychology"",""Business"",""Entrepreneurship""]","[""Comedy"",""Thriller"",""Suspense"",""Shocking Twists"",""Psychological Thrillers"",""Mystery"",""Supernatural"",""Family Friendly"",""Science Fiction"",""Alien"",""Dystopian"",""Action & Adventure"",""Documentary"",""Tearjerkers""]",undefined,undefined,app_user
0507,null,25,Books,,65 or older,146,0,TRUE,TRUE,"[""Thriller"",""Psychological Thrillers"",""Mystery"",""True Crime"",""Shocking Twists""]","[""Drama"",""Family Dramas"",""Courtroom Dramas"",""Crime"",""Dark Crime"",""True Crime"",""Thriller"",""Suspense"",""Psychological Thrillers"",""Mystery""]","[""Crime"",""Unsolved Crime"",""Celebrities"",""History"",""Fiction"",""Interviews"",""True Crime""]",undefined,app_user
0508,4,25,"TV/Movies, Books, Podcasts",Female,55-64,undefined,undefined,FALSE,FALSE,undefined,undefined,undefined,undefined,app_user
0509,7,25,"TV/Movies, Books",Female,45-54,1041,66,TRUE,TRUE,"[""Fantasy"",""Magic"",""High Fantasy"",""Urban Fantasy"",""Dark Fantasy"",""Epic Fantasy"",""Young Adult"",""Teen Romance"",""Coming of Age"",""Comedy"",""Comedian"",""Humor"",""Thriller"",""Shocking Twists"",""Psychological Thrillers"",""Spy Thrillers"",""Mystery"",""Science Fiction"",""Dystopian Fiction"",""Time Travel"",""Horror"",""Paranormal"",""True Crime"",""Self Help"",""Mental Health"",""Motivation"",""Poetry"",""Cooking"",""Cookbooks"",""Business"",""Entrepreneurship"",""Memoirs"",""Children's Books"",""Books for Kids""]","[""Comedy"",""Romantic Comedy"",""Stoner Comedy"",""Spoofs and Mockumentaries"",""Adult Cartoon"",""Fantasy"",""Drama"",""Tearjerkers"",""Magic"",""Epic Fantasy"",""Superheroes"",""Mind Bending"",""Comic Book Adaptations"",""Marvel"",""Horror"",""Supernatural"",""Family Friendly"",""Sitcoms"",""Disney"",""Science Fiction"",""Time Travel"",""Dystopian"",""Music"",""Documentary"",""Biopic""]","[""Comedy"",""TV & Movies"",""Celebrities"",""Pop Culture"",""Family Friendly"",""Fiction""]",undefined,app_user
0510,8,25,"TV/Movies, Books, Podcasts",Female,55-64,370,0,FALSE,FALSE,undefined,undefined,undefined,2020-06-21T06:43:53,app_user
0511,8,25,Books,Male,45-54,undefined,undefined,FALSE,FALSE,undefined,undefined,undefined,undefined,app_user
0512,7,25,TV/Movies,Female,18-24,undefined,undefined,FALSE,FALSE,undefined,undefined,undefined,undefined,app_user
0513,8,25,"TV/Movies, Books",Female,25-34,null,null,null,null,null,null,null,null,newsletter
0514,null,25,Books,,35-44,2,0,FALSE,FALSE,"[""Fantasy"",""High Fantasy"",""Magic"",""Urban Fantasy"",""Dark Fantasy"",""Epic Fantasy"",""Romance"",""Young Adult"",""Science Fiction"",""Historical Fiction"",""Time Travel"",""Self Help"",""Mental Health"",""Psychology"",""Motivation"",""Whodunit"",""Dystopian Fiction"",""Comedy"",""Humor"",""Classics"",""British Classics""]",undefined,undefined,2021-10-01T22:22:28,app_user
0515,null,25,TV/Movies,,65 or older,undefined,undefined,FALSE,FALSE,undefined,"[""Comedy"",""Romance"",""Drama"",""Crime"",""Thriller"",""Music"",""Romantic Comedy"",""Workplace Comedy"",""British Dramas"",""Family Dramas"",""Courtroom Dramas"",""Suspense"",""Mystery"",""Spy Thrillers""]",undefined,undefined,app_user
0516,8,25,Books,Female,65 or older,null,null,null,null,null,null,null,null,newsletter
0517,8,25,TV/Movies,Female,65 or older,124,0,FALSE,FALSE,undefined,"[""Comedy"",""Romantic Comedy"",""Dark Comedy"",""Romance"",""Drama"",""Teen Romance"",""Family Dramas"",""Crime"",""Tearjerkers"",""Fantasy"",""Thriller"",""Family Friendly"",""Mystery"",""Shocking Twists"",""Suspense"",""Disney"",""Mind Bending"",""True Crime"",""Western"",""Sitcoms"",""Action & Adventure""]",undefined,undefined,app_user
0518,10,25,TV/Movies,Female,45-54,95,0,TRUE,TRUE,"[""Romance"",""Thriller""]","[""Romance"",""Crime"",""Drama"",""British Dramas"",""Period Dramas"",""Romantic Comedy"",""Comedy""]",undefined,2021-04-09T21:02:49,app_user
0519,3,25,Books,Male,65 or older,null,null,null,null,null,null,null,null,newsletter
0520,null,25,TV/Movies,,55-64,undefined,0,FALSE,FALSE,"[""Fantasy"",""Romance"",""Young Adult"",""Romantic Comedies"",""Historical Fiction"",""Classics"",""Memoirs"",""Cooking"",""Children's Books""]","[""Comedy"",""Romantic Comedy"",""Romance"",""Drama"",""Action & Adventure"",""Family Friendly"",""Documentary"",""Reality"",""Home Improvement""]","[""TV & Movies"",""Comedy"",""Pop Culture"",""Celebrities"",""History""]",undefined,app_user
0521,8,25,"TV/Movies, Books",Female,45-54,79,0,TRUE,TRUE,"[""Romance"",""Young Adult"",""Comedy"",""Historical Fiction"",""Classics"",""Memoirs"",""Science Fiction"",""Comedian"",""Tearjerkers""]","[""Comedy"",""Romantic Comedy"",""Dark Comedy"",""British Comedy"",""Adult Cartoon"",""Documentary"",""Superheroes"",""Romance"",""Drama"",""British Dramas"",""Marvel"",""Science Fiction""]","[""Comedy"",""TV & Movies"",""Pop Culture"",""History"",""Sports""]",2021-04-15T15:41:23,app_user
0522,3,25,"TV/Movies, Books",Female,25-34,4,0,FALSE,FALSE,undefined,undefined,undefined,undefined,app_user
0523,null,25,"TV/Movies, Books",,25-34,50,0,TRUE,FALSE,"[""Romance"",""Historical Fiction"",""Classics"",""Whodunit"",""Thriller"",""Coming of Age"",""Memoirs"",""True Crime"",""Tearjerkers""]","[""Comedy"",""Romance"",""Crime"",""Family Friendly"",""Thriller"",""Tearjerkers"",""Science Fiction"",""Documentary"",""Biopic"",""Whodunit"",""Drama"",""Fantasy"",""Horror""]",undefined,2020-03-26T09:33:49,app_user
0524,10,25,Books,Female,35-44,335,3,TRUE,FALSE,"[""Young Adult"",""Fantasy"",""Urban Fantasy"",""High Fantasy"",""Dark Fantasy"",""Science Fiction"",""Dystopian Fiction"",""Outer Space"",""Historical Fiction"",""World War 2"",""Memoirs"",""Children's Books"",""Books for Kids"",""Thriller"",""Shocking Twists"",""Psychological Thrillers"",""Time Travel"",""Classics"",""British Classics""]","[""Fantasy"",""Epic Fantasy"",""Magic"",""Superheroes"",""Comic Book Adaptations"",""Marvel"",""Science Fiction"",""Dystopian"",""Zombie"",""Alien"",""Action & Adventure"",""Action"",""Teen"",""Mind Bending"",""Time Travel"",""Robots"",""Outer Space"",""Anime"",""Reality"",""Competition"",""Food"",""Adventure"",""Music"",""Documentary"",""Family Friendly"",""Disney"",""Survival"",""Post Apocalyptic""]",undefined,undefined,app_user
